preprocess,feature_selection,percentage_selection,C_selection,kernel_selection,f1_scores(mean),accuracy(mean),precision(mean),recall(mean),roc_auc(mean)
 standardize, PCA, 0.8, 0.2, poly, 0.9782550972375438, 0.9824549963781894, 0.9924551842842126, 0.9644577975357971, 0.9960653723649584
 standardize, PCA, 0.8, 0.2, rbf, 0.9810763058101305, 0.9846453771581851, 0.9896290465360668, 0.9726742468461052, 0.9980412209316996
 standardize, PCA, 0.8, 0.2, sigmoid, 0.9077201354337268, 0.924267295775763, 0.9052442435996774, 0.9102344779536095, 0.9602682350590748
 standardize, PCA, 0.8, 0.5, poly, 0.9788148775689702, 0.982904023397554, 0.9928708056553678, 0.965153657377838, 0.9977353882423359
 standardize, PCA, 0.8, 0.5, rbf, 0.9915576021169427, 0.9930783797747971, 0.9898133125703208, 0.9933090890231242, 0.9985904750066121
 standardize, PCA, 0.8, 0.5, sigmoid, 0.900276415281612, 0.9181999389700893, 0.8982928432574291, 0.9022857519045724, 0.9579546307272138
 standardize, PCA, 0.8, 1, poly, 0.9793803110987651, 0.9833640069177628, 0.9936658324640273, 0.9655015801353107, 0.9986691632901833
 standardize, PCA, 0.8, 1, rbf, 0.9922872704768821, 0.9936807354338736, 0.9911887874911244, 0.9933893852272178, 0.9994349608159672
 standardize, PCA, 0.8, 1, sigmoid, 0.8971734935605407, 0.9157028943136194, 0.8956942405906083, 0.8986726626992075, 0.9570545660517975
 standardize, PCA, 0.8, 2, poly, 0.9802302829247257, 0.9840539774002215, 0.994792260210876, 0.9660903771779692, 0.9991291452292946
 standardize, PCA, 0.8, 2, rbf, 0.9934176683041451, 0.9946116487796948, 0.9931789612050395, 0.9936570117805971, 0.9995261206520295
 standardize, PCA, 0.8, 2, sigmoid, 0.8954386048451342, 0.9143339116487418, 0.8945218059083665, 0.8963710041373785, 0.9566189548918921
 standardize, PCA, 0.8, 5, poly, 0.9819873466358535, 0.9854667824700856, 0.9962545473678812, 0.9681244306770612, 0.9993190793609085
 standardize, PCA, 0.8, 5, rbf, 0.9944166038949689, 0.995433046894813, 0.9949630855519492, 0.9938711194704934, 0.9995473442767379
 standardize, PCA, 0.8, 5, sigmoid, 0.9007948633731232, 0.9187036261483822, 0.8998251726377635, 0.9017771077950572, 0.9556404855919574
 standardize, PCA, 0.9, 0.2, poly, 0.9775974045716203, 0.9819402561422269, 0.9926907061007674, 0.9629590437065225, 0.9960965723722138
 standardize, PCA, 0.9, 0.2, rbf, 0.9806419949630095, 0.984294915465729, 0.9893256792262349, 0.972112198489867, 0.9978039137873733
 standardize, PCA, 0.9, 0.2, sigmoid, 0.9369305934447093, 0.9485367925673506, 0.9397598002585029, 0.9341344937420681, 0.9579256190509751
 standardize, PCA, 0.9, 0.5, poly, 0.9788002846566201, 0.9828930728940278, 0.9928971609553157, 0.9651001313508072, 0.9974070332045658
 standardize, PCA, 0.9, 0.5, rbf, 0.9916784028143653, 0.9931769439022418, 0.9898678762569487, 0.9934964336995051, 0.9985769553785222
 standardize, PCA, 0.9, 0.5, sigmoid, 0.928654115619155, 0.9416808663673274, 0.9297995349361241, 0.9275238144973581, 0.9549203728466343
 standardize, PCA, 0.9, 1, poly, 0.9791868744525732, 0.9832106800772463, 0.9936365079484825, 0.965153657377838, 0.9983310718626603
 standardize, PCA, 0.9, 1, rbf, 0.9923939093405542, 0.9937683526561832, 0.9913212502293746, 0.9934696742677638, 0.9994044742240046
 standardize, PCA, 0.9, 1, sigmoid, 0.925289116607971, 0.9388443033251453, 0.92515005816091, 0.9254362063170454, 0.9535231942584046
 standardize, PCA, 0.9, 2, poly, 0.9800522871713764, 0.9839116046616219, 0.9946808111369918, 0.9658495100563312, 0.9989452203845521
 standardize, PCA, 0.9, 2, rbf, 0.9934844448112019, 0.9946664078943757, 0.9932588407234053, 0.9937105413894016, 0.9995488070694469
 standardize, PCA, 0.9, 2, sigmoid, 0.9227779536869705, 0.936730582067151, 0.9217606600484833, 0.9238035836935883, 0.9546057665884871
 standardize, PCA, 0.9, 5, poly, 0.9815919140303457, 0.9851491764863308, 0.995950534869445, 0.9676426785249166, 0.9992777130060139
 standardize, PCA, 0.9, 5, rbf, 0.9943898554833396, 0.9954111452880291, 0.9949362516171183, 0.9938443564569782, 0.9995867780386763
 standardize, PCA, 0.9, 5, sigmoid, 0.9208764987365339, 0.9351863601598, 0.9200447406362683, 0.9217160220763342, 0.9542271156560524
 standardize, ANOVA, 0.1, 0.2, poly, 0.9542186867609439, 0.9638914543917345, 0.9915780298546137, 0.9195750597941311, 0.9900751062759683
 standardize, ANOVA, 0.1, 0.2, rbf, 0.9546698561405986, 0.9641652565621893, 0.9895746713763364, 0.9221443663999821, 0.9912401495028809
 standardize, ANOVA, 0.1, 0.2, sigmoid, 0.8969786013195773, 0.9154072109272627, 0.8940342967955754, 0.8999572730208479, 0.9635563190281294
 standardize, ANOVA, 0.1, 0.5, poly, 0.9559552056355789, 0.9652385582396376, 0.9927208698879367, 0.921823246055536, 0.990926556722658
 standardize, ANOVA, 0.1, 0.5, rbf, 0.9598259680073907, 0.9680860537933906, 0.9897655982519413, 0.9316454869220843, 0.9921382200187742
 standardize, ANOVA, 0.1, 0.5, sigmoid, 0.8911713798380028, 0.9108183442206552, 0.8900292806688608, 0.8923295849354608, 0.9628584115959378
 standardize, ANOVA, 0.1, 1, poly, 0.9614098752955268, 0.9694441039466966, 0.9949125474758619, 0.9300931927386843, 0.9919572115792544
 standardize, ANOVA, 0.1, 1, rbf, 0.962466476223149, 0.970254547360166, 0.9950641025352777, 0.9319398836525267, 0.9927418805573576
 standardize, ANOVA, 0.1, 1, sigmoid, 0.8893557182759662, 0.909383636344543, 0.8887259301262154, 0.8900011741054377, 0.9625919632281347
 standardize, ANOVA, 0.1, 2, poly, 0.9625810840373982, 0.9703750028989537, 0.9961644449605502, 0.9311904870381339, 0.9925389915298475
 standardize, ANOVA, 0.1, 2, rbf, 0.9633229166275644, 0.9709554515536596, 0.9966815333000948, 0.9321272068382653, 0.9934097448400256
 standardize, ANOVA, 0.1, 2, sigmoid, 0.8880423937834749, 0.9083322524666386, 0.887652133865838, 0.8884488763402638, 0.9624482115838229
 standardize, ANOVA, 0.1, 5, poly, 0.9634073795975775, 0.9710211629710621, 0.9967099900768485, 0.9322610254876155, 0.9939130055327855
 standardize, ANOVA, 0.1, 5, rbf, 0.9642191344242569, 0.9716454280334366, 0.996857353938051, 0.9336527451716974, 0.9939376640907206
 standardize, ANOVA, 0.1, 5, sigmoid, 0.8872125432012954, 0.9076751376928811, 0.8870347357543447, 0.8874050758318812, 0.9623593703306774
 standardize, ANOVA, 0.3, 0.2, poly, 0.9795701102549941, 0.9835720958716194, 0.9972550449432898, 0.9625039972595133, 0.998999540183269
 standardize, ANOVA, 0.3, 0.2, rbf, 0.9855496989186904, 0.9882923728186637, 0.9956044800225907, 0.9756985175181688, 0.9992223939027227
 standardize, ANOVA, 0.3, 0.2, sigmoid, 0.8871891864081352, 0.907324654410079, 0.8838732348670101, 0.8905364093033278, 0.9596467651564545
 standardize, ANOVA, 0.3, 0.5, poly, 0.9854740254211174, 0.9882485696050953, 0.9970693497809359, 0.9741462591525064, 0.9991079286941764
 standardize, ANOVA, 0.3, 0.5, rbf, 0.9879048357022231, 0.9901761083138719, 0.9954894401134246, 0.9804357105995575, 0.9994184053161101
 standardize, ANOVA, 0.3, 0.5, sigmoid, 0.8825482260360756, 0.9037543212702612, 0.8814486685803761, 0.8836581572318447, 0.9592392276502562
 standardize, ANOVA, 0.3, 1, poly, 0.9875931360820855, 0.9899461171534993, 0.9975161367361313, 0.9778664039937063, 0.9991888171139205
 standardize, ANOVA, 0.3, 1, rbf, 0.9891926601700298, 0.991216542887714, 0.9961192580001639, 0.9823626905539458, 0.9995371319317907
 standardize, ANOVA, 0.3, 1, sigmoid, 0.8810132182291277, 0.9025605610553665, 0.8804929516347993, 0.8815438469281706, 0.9590345664770542
 standardize, ANOVA, 0.3, 2, poly, 0.988467463526128, 0.9906470429373387, 0.9975745868449952, 0.9795257573947153, 0.9993148812040316
 standardize, ANOVA, 0.3, 2, rbf, 0.9897213209946443, 0.9916436706992215, 0.99633825644087, 0.9831923762088846, 0.9996423673145065
 standardize, ANOVA, 0.3, 2, sigmoid, 0.8802611052054379, 0.9019801046041467, 0.8800587565639122, 0.8804732941515938, 0.9589480351207363
 standardize, ANOVA, 0.3, 5, poly, 0.989723300914511, 0.9916546200032841, 0.9974992355428534, 0.9820682902417296, 0.9994408628105113
 standardize, ANOVA, 0.3, 5, rbf, 0.9902507341360369, 0.9920707931131426, 0.9964768405255289, 0.984102340159048, 0.9997023709195559
 standardize, ANOVA, 0.3, 5, sigmoid, 0.879822386123774, 0.9016405976133395, 0.8797974861880684, 0.8798577340954201, 0.958890182685578
 standardize, ANOVA, 0.5, 0.2, poly, 0.9827656382169356, 0.98608008923242, 0.9959883531093933, 0.9698908182232625, 0.9986223211433558
 standardize, ANOVA, 0.5, 0.2, rbf, 0.9833963395727139, 0.986561967762363, 0.9945280303470685, 0.9725136580196917, 0.9989776495200335
 standardize, ANOVA, 0.5, 0.2, sigmoid, 0.923798620419593, 0.9369934763150397, 0.9144967304224327, 0.9333048367413195, 0.9743586977890433
 standardize, ANOVA, 0.5, 0.5, poly, 0.9837564836661817, 0.9868795815426316, 0.9969229400743858, 0.9709345972410025, 0.9990327292464162
 standardize, ANOVA, 0.5, 0.5, rbf, 0.9867730305573097, 0.989267099573494, 0.9952908898106045, 0.9784016857546554, 0.9992759894568908
 standardize, ANOVA, 0.5, 0.5, sigmoid, 0.9158519648481706, 0.9306741883593718, 0.9098423436596674, 0.9219570288871486, 0.9728886303599154
 standardize, ANOVA, 0.5, 1, poly, 0.984744218917639, 0.9876681185514622, 0.9971193095472202, 0.972674214610141, 0.9991934577977478
 standardize, ANOVA, 0.5, 1, rbf, 0.9879095524822539, 0.990176111312531, 0.995085383947532, 0.9808371737111561, 0.9993775860589904
 standardize, ANOVA, 0.5, 1, sigmoid, 0.9113336194728408, 0.9271805111431644, 0.9081640275419132, 0.9145434341645629, 0.9723323193425276
 standardize, ANOVA, 0.5, 2, poly, 0.9865720169871806, 0.989124726235163, 0.9970482441691854, 0.9763141169738538, 0.9992656696371697
 standardize, ANOVA, 0.5, 2, rbf, 0.9890593372769023, 0.9911070234588886, 0.9958487244649623, 0.9823626905539455, 0.99948370427574
 standardize, ANOVA, 0.5, 2, sigmoid, 0.9086005936460886, 0.9250558375824485, 0.9068836630962078, 0.9103415371712182, 0.9720380359566928
 standardize, ANOVA, 0.5, 5, poly, 0.9882477931974696, 0.9904718108916469, 0.9976548920725147, 0.9790172493926029, 0.9993661557284463
 standardize, ANOVA, 0.5, 5, rbf, 0.9898026934399438, 0.9917093803174286, 0.9963657798103341, 0.9833261876946875, 0.9995794958486768
 standardize, ANOVA, 0.5, 5, sigmoid, 0.90656073364263, 0.9234787593666642, 0.9059791099515255, 0.9071566526003249, 0.9718438688879196
