preprocess,feature_selection,percentage_selection,C_selection,kernel_selection,f1_scores(mean),accuracy(mean),precision(mean),recall(mean),roc_auc(mean)
 standardize, PCA, 0.5, 1, rbf, 0.9673815980497423, 0.9899515811965355, 0.9690350383640899, 0.9657740665595925, 0.998056321547646
 standardize, PCA, 0.5, 1, sigmoid, 0.5478350312004681, 0.8599175919899704, 0.5459415453072218, 0.5497665077740511, 0.8684121377838387
 standardize, PCA, 0.5, 2, poly, 0.9671171271608019, 0.98988887667194, 0.970654029485656, 0.9636412103337776, 0.9975516164014084
 standardize, PCA, 0.5, 2, rbf, 0.9690670560099924, 0.9904688938316133, 0.9705736426694631, 0.9676021995756562, 0.998353540134153
 standardize, PCA, 0.5, 2, sigmoid, 0.5462259813971257, 0.859525685946769, 0.5447484496032768, 0.5477352259514866, 0.8682452024282374
 standardize, PCA, 0.5, 5, poly, 0.969983465850081, 0.9907353834536796, 0.9699471913170274, 0.9700392634051143, 0.9972943877209215
 standardize, PCA, 0.5, 5, rbf, 0.9713325952176028, 0.9911429647065368, 0.9703164096915744, 0.9723753715586515, 0.9986656973239979
 standardize, PCA, 0.5, 5, sigmoid, 0.5452231642112, 0.8593218983919838, 0.5441579267092991, 0.5463134421090352, 0.8681841318071177
 standardize, PCA, 0.7, 0.2, poly, 0.9472878427711366, 0.9841513887126278, 0.9729225448924202, 0.9230154192006559, 0.9967324794055881
 standardize, PCA, 0.7, 0.2, rbf, 0.9552000450769956, 0.9862833560641076, 0.9627641951608394, 0.9477972533662633, 0.9972935909783012
 standardize, PCA, 0.7, 0.2, sigmoid, 0.6073068195884435, 0.8773181202954022, 0.600161215579648, 0.6146647657988156, 0.9078585913962234
 standardize, PCA, 0.7, 0.5, poly, 0.9519628411990846, 0.9854838638534199, 0.9725667471043448, 0.932257607123614, 0.997902078479882
 standardize, PCA, 0.7, 0.5, rbf, 0.9626625211042225, 0.9885093795881519, 0.9652027954482975, 0.9601882477899834, 0.9977883608885104
 standardize, PCA, 0.7, 0.5, sigmoid, 0.6296317342449331, 0.8850623189105062, 0.6270027814718416, 0.6323402072220947, 0.9092775384970718
 standardize, PCA, 0.7, 1, poly, 0.9547385643169173, 0.9862833450061919, 0.9725128986075546, 0.9376402770867225, 0.9979156965886892
 standardize, PCA, 0.7, 1, rbf, 0.9656377325900358, 0.9894185970377736, 0.9676770756250661, 0.9636412618943885, 0.9980093094749692
 standardize, PCA, 0.7, 1, sigmoid, 0.6259681668681873, 0.8841217424409716, 0.6243308173850822, 0.6276681455968527, 0.908920697803777
 standardize, PCA, 0.7, 2, poly, 0.9617471854168365, 0.9883212451271912, 0.9721065940544646, 0.9516559463563405, 0.9980099901118299
 standardize, PCA, 0.7, 2, rbf, 0.9681760605018933, 0.9902023943802887, 0.97052620557143, 0.9658754347203997, 0.9982655805684859
 standardize, PCA, 0.7, 2, sigmoid, 0.6236815250734216, 0.8835417179093545, 0.6224914411453284, 0.6249257913909247, 0.9087056942670927
 standardize, PCA, 0.7, 5, poly, 0.9671022194798798, 0.9898888742146253, 0.9710375775719312, 0.9632348611601653, 0.9975551187570915
 standardize, PCA, 0.7, 5, rbf, 0.9696443376072151, 0.9906413346530586, 0.9706041178900124, 0.9687194148901888, 0.9985769041242344
 standardize, PCA, 0.7, 5, sigmoid, 0.6219331433380979, 0.8830714309032446, 0.6209198159692633, 0.6229960839716107, 0.908627879040127
 standardize, PCA, 0.8, 0.2, poly, 0.94501692936879, 0.9834929893613882, 0.972086156957159, 0.9194606760111681, 0.9959803354377685
 standardize, PCA, 0.8, 0.2, rbf, 0.953795822244482, 0.985875773582593, 0.9628579240906531, 0.9449533763176958, 0.9971751252491836
 standardize, PCA, 0.8, 0.2, sigmoid, 0.7592819833097796, 0.9266668182829758, 0.7694140827782869, 0.7494425524564764, 0.9217698918437958
 standardize, PCA, 0.8, 0.5, poly, 0.9495747593308745, 0.9847941153115259, 0.9722279187934785, 0.9279919977932058, 0.9977935371193507
 standardize, PCA, 0.8, 0.5, rbf, 0.9623372050289081, 0.988415327101559, 0.9653676580073401, 0.9593758588064235, 0.9977425687005061
 standardize, PCA, 0.8, 0.5, sigmoid, 0.7490523004589409, 0.9229515712075518, 0.7530020747388756, 0.7451768915654574, 0.9193800285874267
 standardize, PCA, 0.8, 1, poly, 0.9530976424598524, 0.9858130641433682, 0.9727272915352115, 0.9342888889461785, 0.9979434863098671
 standardize, PCA, 0.8, 1, rbf, 0.9646594775956527, 0.9891207496244515, 0.9670427354924243, 0.962320897773355, 0.9979727205907558
 standardize, PCA, 0.8, 1, sigmoid, 0.744623716742266, 0.9214152986827159, 0.7468552493038217, 0.7424346404807511, 0.9185296304109685
 standardize, PCA, 0.8, 2, poly, 0.957399565777612, 0.9870514695963657, 0.972359924608406, 0.9429212695253588, 0.9978548961052176
 standardize, PCA, 0.8, 2, rbf, 0.9679686466321202, 0.9901396923130077, 0.9704175911967706, 0.9655707630712594, 0.9982119143120082
 standardize, PCA, 0.8, 2, sigmoid, 0.7415189540680427, 0.9203336465549352, 0.742567635529759, 0.7405048299402155, 0.9181179037652942
 standardize, PCA, 0.8, 5, poly, 0.9657605464241155, 0.9894969681714241, 0.9716425980449508, 0.9599846349379855, 0.9976605384091404
 standardize, PCA, 0.8, 5, rbf, 0.9690087964491498, 0.990453221079272, 0.9707580898738015, 0.9672975279265159, 0.9985333158524592
 standardize, PCA, 0.8, 5, sigmoid, 0.7403142193370624, 0.9198790347584811, 0.7405644138970231, 0.7400986354484356, 0.9178688775325785
 standardize, PCA, 0.9, 0.2, poly, 0.940439684545396, 0.9821918707831945, 0.9715239628797587, 0.9113356518421318, 0.9954080217572454
 standardize, PCA, 0.9, 0.2, rbf, 0.953452867878641, 0.9857817174100282, 0.9633147178610597, 0.9438361610031631, 0.9970951998771008
 standardize, PCA, 0.9, 0.2, sigmoid, 0.6471858667199791, 0.8892477190683963, 0.6366438813245987, 0.658134433980505, 0.922696571422992
 standardize, PCA, 0.9, 0.5, poly, 0.9487914529756486, 0.9845746476324555, 0.9724943351195223, 0.9262654907410033, 0.997563866923438
 standardize, PCA, 0.9, 0.5, rbf, 0.9620468820791016, 0.9883369461386502, 0.9660149109327681, 0.9581570690886405, 0.9977221875566575
 standardize, PCA, 0.9, 0.5, sigmoid, 0.6353421304469589, 0.8864887236721628, 0.630141643599558, 0.6406659568489248, 0.9212603070298362
 standardize, PCA, 0.9, 1, poly, 0.9518654943424727, 0.9854525122054507, 0.9722624858672756, 0.9323592330874751, 0.9979642793053847
 standardize, PCA, 0.9, 1, rbf, 0.9643381054937368, 0.989026693451887, 0.9671163618441387, 0.9616099800718241, 0.9979556403200294
 standardize, PCA, 0.9, 1, sigmoid, 0.629274129556566, 0.8851092130731445, 0.6268768395244095, 0.6317281312114424, 0.9207785562765991
 standardize, PCA, 0.9, 2, poly, 0.9548465553066346, 0.9863147040261048, 0.9724229058113995, 0.9379452580995276, 0.9980366580301036
 standardize, PCA, 0.9, 2, rbf, 0.9671861395141708, 0.9899045506529387, 0.9701725578468288, 0.9642503989502259, 0.9981711497518976
 standardize, PCA, 0.9, 2, sigmoid, 0.6266378274707595, 0.8845135170178432, 0.6254508545154132, 0.6278686648122033, 0.9205350661500091
 standardize, PCA, 0.9, 5, poly, 0.9655504918577446, 0.9894342673328005, 0.9715330673378361, 0.9596801179706775, 0.998155611589792
 standardize, PCA, 0.9, 5, rbf, 0.9691091762695212, 0.9904845751845558, 0.9708604934728555, 0.967399153890377, 0.9985035011383527
 standardize, PCA, 0.9, 5, sigmoid, 0.625799477664584, 0.8843254009867421, 0.6249927118298256, 0.6266498235338096, 0.9204106154378089
 standardize, ANOVA, 0.1, 0.2, poly, 0.9639535474012746, 0.9887601817139895, 0.9543262975485426, 0.9737968460374381, 0.9963353573590725
 standardize, ANOVA, 0.1, 0.2, rbf, 0.9623549931206071, 0.9882742330134537, 0.9537267371669976, 0.9711565818408683, 0.997228211524059
 standardize, ANOVA, 0.1, 0.2, sigmoid, 0.38711624666964567, 0.8098792019787379, 0.3852856964323284, 0.3889908815059823, 0.7994097866202259
 standardize, ANOVA, 0.1, 0.5, poly, 0.9662493027338043, 0.9894499376278272, 0.9543350520640237, 0.9784690107839017, 0.9967515272256857
 standardize, ANOVA, 0.1, 0.5, rbf, 0.9654018029487939, 0.9891834467771036, 0.9533582926634757, 0.9777580930823706, 0.9976315892886802
 standardize, ANOVA, 0.1, 0.5, sigmoid, 0.3803838496602969, 0.8085310405703741, 0.3800414689997939, 0.3807637673275877, 0.7992122649167541
 standardize, ANOVA, 0.1, 1, poly, 0.9672428913472537, 0.9897634602508051, 0.9555979685410566, 0.9791798769248221, 0.9968498028346783
 standardize, ANOVA, 0.1, 1, rbf, 0.9672220638458431, 0.9897477911844355, 0.95468729659598, 0.9800941496752971, 0.9978979446847344
 standardize, ANOVA, 0.1, 1, sigmoid, 0.37826977099887976, 0.808092103983576, 0.3783528707119119, 0.37822456192816056, 0.799135351654
 standardize, ANOVA, 0.1, 2, poly, 0.9697653276791683, 0.9905472747945222, 0.9577275750731085, 0.9821254314978616, 0.9967116142280826
 standardize, ANOVA, 0.1, 2, rbf, 0.969337271376714, 0.9904061917643323, 0.9565052250174972, 0.9825316775502522, 0.9980305559806826
 standardize, ANOVA, 0.1, 2, sigmoid, 0.37825020281463606, 0.8080764275452628, 0.3783138037542306, 0.37822456192816056, 0.7991131677597516
 standardize, ANOVA, 0.1, 5, poly, 0.9702020294775482, 0.9906883529100827, 0.9585999241449763, 0.9821256377403047, 0.9966775366500368
 standardize, ANOVA, 0.1, 5, rbf, 0.9707095933523892, 0.990845122207844, 0.9588089452215804, 0.9829381814056969, 0.9981253585770407
 standardize, ANOVA, 0.1, 5, sigmoid, 0.37833264984877946, 0.8080921039835761, 0.37837724863712924, 0.37832613633141093, 0.7990804152688535
 standardize, ANOVA, 0.3, 0.2, poly, 0.9709887730272285, 0.9910489036193431, 0.9714479115866258, 0.9705470323001446, 0.9982256462159296
 standardize, ANOVA, 0.3, 0.2, rbf, 0.9699315886692077, 0.9906883602820266, 0.9667345754414371, 0.9731880183452652, 0.9981190316662
 standardize, ANOVA, 0.3, 0.2, sigmoid, 0.47798166502605544, 0.8373908806426901, 0.4737763032189001, 0.48232698192542783, 0.8043197201770813
 standardize, ANOVA, 0.3, 0.5, poly, 0.9753045814833958, 0.992350018511565, 0.9719772615703963, 0.9786717471055162, 0.998257890584631
 standardize, ANOVA, 0.3, 0.5, rbf, 0.9751770333271967, 0.9922873238162276, 0.9689550070659397, 0.9815160881995808, 0.9982602265828102
 standardize, ANOVA, 0.3, 0.5, sigmoid, 0.46927939925541934, 0.835556764390504, 0.4675979370080167, 0.47105315125562974, 0.8037252013501052
 standardize, ANOVA, 0.3, 1, poly, 0.9773723850777145, 0.992977069900807, 0.9721793202227158, 0.9826329941504486, 0.9983274117456519
 standardize, ANOVA, 0.3, 1, rbf, 0.9767481711144358, 0.9927732872606511, 0.9701673012848451, 0.9834458471795056, 0.9983336749859006
 standardize, ANOVA, 0.3, 1, sigmoid, 0.46602512298527426, 0.8348670121626383, 0.46524530416192944, 0.46688896164663973, 0.8034986081408102
 standardize, ANOVA, 0.3, 2, poly, 0.9781439506122928, 0.9932122140181908, 0.9723148857602405, 0.9840548811141216, 0.9981899628276073
 standardize, ANOVA, 0.3, 2, rbf, 0.9783634757427666, 0.9932749222287581, 0.9717653002945135, 0.9850706767072361, 0.998621235441807
 standardize, ANOVA, 0.3, 2, sigmoid, 0.46560802835853965, 0.8348043113240144, 0.46501683818581824, 0.46627972146958047, 0.8032838187366949
 standardize, ANOVA, 0.3, 5, poly, 0.9797233584355741, 0.9936981811485859, 0.9731624204140624, 0.9863911439494911, 0.998195096527754
 standardize, ANOVA, 0.3, 5, rbf, 0.979417196686612, 0.9936041262046785, 0.972953922165684, 0.9859848463364896, 0.9988481365571722
 standardize, ANOVA, 0.3, 5, sigmoid, 0.4647522327896286, 0.8346318729598838, 0.46442203990600095, 0.46516250615504795, 0.8032210167610178
 standardize, ANOVA, 0.5, 0.2, poly, 0.969389663663932, 0.9905786288998059, 0.9721267409181837, 0.9666879268251811, 0.9984263805196487
 standardize, ANOVA, 0.5, 0.2, rbf, 0.9656800524790032, 0.989371567722834, 0.9624192144078728, 0.9690242927817723, 0.9979958766550876
 standardize, ANOVA, 0.5, 0.2, sigmoid, 0.6101212599388188, 0.8780392413724393, 0.6022428393691772, 0.6183210833915538, 0.9158244525858305
 standardize, ANOVA, 0.5, 0.5, poly, 0.9719627242180813, 0.9913467522613223, 0.9720776425898154, 0.9718674479817887, 0.9981045564058467
 standardize, ANOVA, 0.5, 0.5, rbf, 0.972889356489335, 0.9915819049793069, 0.9671089753301458, 0.97877419803915, 0.9983463088600439
 standardize, ANOVA, 0.5, 0.5, sigmoid, 0.5967338447858588, 0.874731560805985, 0.5930713167384166, 0.6005473674441146, 0.9147650874928452
 standardize, ANOVA, 0.5, 1, poly, 0.9737946672311153, 0.9918954153157118, 0.9718910016121326, 0.975726862820417, 0.9983009232214102
 standardize, ANOVA, 0.5, 1, rbf, 0.975495104536739, 0.992381378760135, 0.9685896011389217, 0.9825318322320846, 0.998419673931744
 standardize, ANOVA, 0.5, 1, sigmoid, 0.5914777863727423, 0.8735244996290131, 0.5898135276976827, 0.5932349900616922, 0.9143529433108837
 standardize, ANOVA, 0.5, 2, poly, 0.9759287182079271, 0.9925381345426663, 0.9718182099603474, 0.9800938403116323, 0.9982266139582711
 standardize, ANOVA, 0.5, 2, rbf, 0.9765693838615827, 0.9927105765927691, 0.9690244865351494, 0.9842582877236763, 0.9983822977028105
 standardize, ANOVA, 0.5, 2, sigmoid, 0.5897249079798388, 0.8731012407091854, 0.5886274200017698, 0.5908990365899875, 0.914155434042365
 standardize, ANOVA, 0.5, 5, poly, 0.978349888635589, 0.9932749222287584, 0.9722316845850525, 0.9845629593728168, 0.9980312556546822
 standardize, ANOVA, 0.5, 5, rbf, 0.9779262662157839, 0.9931338355125966, 0.9705146733572171, 0.9854770774414593, 0.9986196254833601
 standardize, ANOVA, 0.5, 5, sigmoid, 0.5883496564588185, 0.8727720441052089, 0.5877053930481158, 0.5890709035739237, 0.9140340070309533
 standardize, ANOVA, 0.7, 0.2, poly, 0.9617447044666685, 0.9883526029184468, 0.9749639552190784, 0.9489138499534665, 0.998111796951212
 standardize, ANOVA, 0.7, 0.2, rbf, 0.961783942873071, 0.9881644930306319, 0.9584676768279954, 0.965164671700701, 0.9978495823706537
 standardize, ANOVA, 0.7, 0.2, sigmoid, 0.7452487976420851, 0.9202082227618567, 0.7346640883151621, 0.7561455865406181, 0.9446203792885937
 standardize, ANOVA, 0.7, 0.5, poly, 0.9692674349168531, 0.9905472711085503, 0.9726986078847357, 0.9658752284779567, 0.9984235111757208
 standardize, ANOVA, 0.7, 0.5, rbf, 0.9691105367952666, 0.9904218583733873, 0.9646247519164961, 0.973695941922128, 0.9981245038723416
 standardize, ANOVA, 0.7, 0.5, sigmoid, 0.7924040076394154, 0.93566471421966, 0.7905498005441943, 0.7943296218287001, 0.935849752864757
 standardize, ANOVA, 0.7, 1, poly, 0.9710137821763695, 0.9910645776003417, 0.972310940699623, 0.96973433395292, 0.998258067077811
 standardize, ANOVA, 0.7, 1, rbf, 0.9739572005135979, 0.9919111015832834, 0.9677411204031102, 0.9802977625272948, 0.9983973852006137
 standardize, ANOVA, 0.7, 1, sigmoid, 0.834234938419122, 0.9488015818127071, 0.8336516550717696, 0.8348581180892669, 0.9334383194521954
 standardize, ANOVA, 0.7, 2, poly, 0.9735773208694386, 0.9918327021905153, 0.9722578774288682, 0.9749139582307491, 0.9982807074237282
 standardize, ANOVA, 0.7, 2, rbf, 0.9760595238523668, 0.9925538158956086, 0.9687203354358292, 0.9835475247039775, 0.9984842026741403
 standardize, ANOVA, 0.7, 2, sigmoid, 0.8322493614853741, 0.9481902105477499, 0.8317017615480244, 0.8328266300242593, 0.9333209556835816
 standardize, ANOVA, 0.7, 5, poly, 0.976386924780512, 0.9926792175728562, 0.9721271179479004, 0.9807031320493023, 0.9982531756585324
 standardize, ANOVA, 0.7, 5, rbf, 0.9766718634182772, 0.9927419319267099, 0.9690313781605496, 0.9844615396513987, 0.9985021023877281
 standardize, ANOVA, 0.7, 5, sigmoid, 0.8300078923176628, 0.9475161347581974, 0.8297575782364817, 0.8302874246248322, 0.9332252699713808
 standardize, ANOVA, 0.8, 0.2, poly, 0.9554055389825139, 0.9865028151425769, 0.9743572124871415, 0.9372343403979965, 0.9971092479667065
 standardize, ANOVA, 0.8, 0.2, rbf, 0.9613165934762729, 0.9880234161437285, 0.9582412876148814, 0.9644538571203916, 0.9980796355459184
 standardize, ANOVA, 0.8, 0.2, sigmoid, 0.789944511942446, 0.9347244486004186, 0.7855822665686782, 0.7944364554142507, 0.9563349940405189
 standardize, ANOVA, 0.8, 0.5, poly, 0.9690857377168941, 0.9904845714985837, 0.9717283164499959, 0.9664848295792913, 0.9974949390129074
 standardize, ANOVA, 0.8, 0.5, rbf, 0.9674250160266957, 0.9899045518815959, 0.9633807185927447, 0.9715632919387562, 0.9983227108554708
 standardize, ANOVA, 0.8, 0.5, sigmoid, 0.8475477414680352, 0.9529714357699561, 0.8479952981169466, 0.847146919382407, 0.9350346752503041
 standardize, ANOVA, 0.8, 1, poly, 0.9712333717858606, 0.9911272882682237, 0.9719364480186012, 0.9705470838607553, 0.9977753860591354
 standardize, ANOVA, 0.8, 1, rbf, 0.9721266906177627, 0.9913467534899796, 0.966502865367243, 0.9778599768492857, 0.9984862282381591
 standardize, ANOVA, 0.8, 1, sigmoid, 0.839431084601223, 0.9504789189378734, 0.8400998991512789, 0.8388185917250375, 0.9347763096174887
 standardize, ANOVA, 0.8, 2, poly, 0.9731652622621054, 0.9917073029705824, 0.9720414698563034, 0.9743048211749116, 0.997901988754192
 standardize, ANOVA, 0.8, 2, rbf, 0.9750431724043362, 0.9922402969586026, 0.9679955582111717, 0.9822272121435549, 0.9985492743346185
 standardize, ANOVA, 0.8, 2, sigmoid, 0.8392350382626181, 0.9503848713659098, 0.8392971086485934, 0.8392248377774283, 0.9343221249139801
 standardize, ANOVA, 0.8, 5, poly, 0.974938418209442, 0.9922402883580016, 0.9718561918902028, 0.9780626616102894, 0.9979843015297474
 standardize, ANOVA, 0.8, 5, rbf, 0.97621997313931, 0.992600843981891, 0.9685412659887189, 0.9840552935990079, 0.9984475540189972
 standardize, ANOVA, 0.8, 5, sigmoid, 0.8374483302254984, 0.9498362070828629, 0.8375561377208353, 0.8373968594431969, 0.9341967206817368
 standardize, ANOVA, 0.9, 0.2, poly, 0.9533262093365005, 0.9858914463349345, 0.9736451074794008, 0.9338826944543985, 0.9969013061404988
 standardize, ANOVA, 0.9, 0.2, rbf, 0.9613695297172911, 0.9880704503732973, 0.960662942410192, 0.962118058330519, 0.9980712161937589
 standardize, ANOVA, 0.9, 0.2, sigmoid, 0.8418194944592562, 0.9510588562348232, 0.8408534715274337, 0.8428797632336753, 0.9462580428635832
 standardize, ANOVA, 0.9, 0.5, poly, 0.9649471731746665, 0.9892775004923537, 0.9733546283046295, 0.9567345633976381, 0.9972150829136928
 standardize, ANOVA, 0.9, 0.5, rbf, 0.9698554690393154, 0.9906570074054001, 0.965696042686132, 0.9741024973381833, 0.9983068344980047
 standardize, ANOVA, 0.9, 0.5, sigmoid, 0.850167812188524, 0.953755240484415, 0.8501991290929933, 0.850193996798086, 0.9382363466364637
 standardize, ANOVA, 0.9, 1, poly, 0.9708480283480408, 0.9910175593433175, 0.9724022040773003, 0.9693287066278586, 0.9970888868731447
 standardize, ANOVA, 0.9, 1, rbf, 0.9730971613089261, 0.991644603360616, 0.9670283957161324, 0.9792819669341803, 0.9985485209016689
 standardize, ANOVA, 0.9, 1, sigmoid, 0.8469566893799529, 0.9527989937198533, 0.8476378940191349, 0.8463345819594579, 0.9375360064730879
 standardize, ANOVA, 0.9, 2, poly, 0.9726946309624918, 0.9915662162544209, 0.9720157705018263, 0.9733908062274905, 0.9971874162564957
 standardize, ANOVA, 0.9, 2, rbf, 0.9753140286522244, 0.9923186766928541, 0.9675425451834541, 0.9832427499336157, 0.9987284016504063
 standardize, ANOVA, 0.9, 2, sigmoid, 0.842602341156718, 0.9514351595591484, 0.8428933896656023, 0.8423733349145255, 0.9373138421238428
 standardize, ANOVA, 0.9, 5, poly, 0.9768864531382295, 0.9928359819559883, 0.9728097941340066, 0.9810078552590534, 0.9976348445653811
 standardize, ANOVA, 0.9, 5, rbf, 0.9777311631586656, 0.9930711273020292, 0.9700297525588484, 0.985578548723488, 0.9988507948127532
 standardize, ANOVA, 0.9, 5, sigmoid, 0.8413152005423209, 0.951058936097547, 0.8419532439866758, 0.840748453826184, 0.937280585615907
